                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                      0,                  121.6,                      0,                      0,                      0,                      0,                      0,                      0,                 39.766,                      0,              9.228e-05,              9.228e-05,              9.228e-05
